Scan Id	Parent m/z	TIC	RT	MS Level	Parent Scan	Child Scans	Ion Injection Time	Cycle Time	Elapsed Time	Dead Time	Time To Next Scan	Lock Mass Found	Lock Mass Shift	Conversion Parameter I	Conversion Parameter A	Conversion Parameter B	Conversion Parameter C	Conversion Parameter D	Conversion Parameter E	Dissociation Type	Polymer Segment Size	Polymer Offset	Polymer Score	Polymer p-value	Base Peak m/z	Base Peak Intensity	Second Peak m/z	Second Peak Intensity	Source Current (uA)	Vacuum Ion Gauge (E-5 Torr)	Vacuum Convectron Gauge (Torr)	FT Penning Gauge (E-10 Torr)	FT Pirani Gauge 1 (Torr)	Multiplier 1 (V)	Multiplier 2 (V)	FT CE Measure Voltage (V)	FT Analyzer Temp (C)
2579		117636370	10.443358	1		0	2.083	0.324	0	0.324	0.324	0	0	0	0	67818000.7974	31643712.1209	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2580		123961800	10.448758	1		0	2.295	0.26754	0	0.26754	0.26754	0	0	0	0	67817973.9095	31643687.0305	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2581		123464540	10.453217	1		0	2.209	0.26754	0	0.26754	0.26754	0	0	0	0	67817982.485	31643695.0325	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2582		137159070	10.457676	1		0	2.145	0.26742	0	0.26742	0.26742	0	0	0	0	67817970.0663	31643683.4432	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2583		122207250	10.462133	1		1	1.995	0.37404	0	0.37404	0.28668	0	0	0	0	67818000.9687	31643712.2819	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2584	669.18	928156.56	10.466911	2	2583	0	50	0	0	0.0873600000001	0.0873600000001	0	0	0	0	67818165.3735	31643865.7033	0	0	hcd	31	0	0	1	359.031900533	136065.96875	167.056377817	46371.5078125	0	0	0	0	0	0	0	0	0
2585		121501300	10.468367	1		0	2.292	0.3234	0	0.3234	0.3234	0	0	0	0	67817977.8117	31643690.6714	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2586		123478970	10.473757	1		0	2.144	0.26754	0	0.26754	0.26754	0	0	0	0	67817985.6824	31643698.0164	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2587		119964900	10.478216	1		0	2.296	0.26742	0	0.26742	0.26742	0	0	0	0	67817981.056	31643693.6989	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2588		99887472	10.482673	1		1	2.203	0.39258	0	0.39258	0.28668	0	0	0	0	67818017.6829	31643727.8788	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2589	558.96	1048933.5	10.487451	2	2588	0	50	0	0	0.1059	0.1059	0	0	0	0	67818162.9562	31643863.4472	0	0	hcd	30	0	0	1	441.79909613	78084.921875	336.802448786	45728.8320313	0	0	0	0	0	0	0	0	0
2590		116766260	10.489216	1		0	2.565	0.32352	0	0.32352	0.32352	0	0	0	0	67817964.3293	31643678.09	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2591		115725870	10.494608	1		2	2.319	0.55458	0	0.55458	0.28668	0	0	0	0	67817985.8616	31643698.1827	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2592	758.23	487983.28	10.499386	2	2591	0	50	0	0	0.16602	0.16602	0	0	0	0	67818166.5524	31643866.8043	0	0	hcd	30	0	0	1	299.062178065	78181.5234375	359.031377654	39742.9179688	0	0	0	0	0	0	0	0	0
2593	551.22	1816238.9	10.502153	2	2591	0	50	0	0	0.10188	0.10188	0	0	0	0	67818161.671	31643862.2484	0	0	hcd	30	0	0	1	239.096159263	135188.46875	336.8078542	95088.8984375	0	0	0	0	0	0	0	0	0
2594		119835680	10.503851	1		0	2.803	0.3225	0	0.3225	0.3225	0	0	0	0	67817943.3984	31643658.5566	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2595		112247500	10.509226	1		1	2.12	0.37284	0	0.37284	0.28668	0	0	0	0	67818001.2454	31643712.5393	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2596	687.21	882702.81	10.514004	2	2595	0	50	0	0	0.08616	0.08616	0	0	0	0	67818165.4843	31643865.8072	0	0	hcd	30	0	0	1	359.032444883	72393.2734375	336.80387617	40973.1679688	0	0	0	0	0	0	0	0	0
2597		114425430	10.51544	1		0	2.411	0.32316	0	0.32316	0.32316	0	0	0	0	67817975.6133	31643688.6201	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2598		121165860	10.520826	1		0	2.204	0.26754	0	0.26754	0.26754	0	0	0	0	67817981.7596	31643694.3548	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2599		118497140	10.525285	1		1	2.158	0.37218	0	0.37218	0.28668	0	0	0	0	67817990.1853	31643702.2186	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2600	606.75	860201.31	10.530063	2	2599	0	50	0	0	0.0855	0.0855	0	0	0	0	67818166.4225	31643866.6826	0	0	hcd	30	0	0	1	336.80326573	49737.15625	239.09618357	38806.8007813	0	0	0	0	0	0	0	0	0
2601		126139540	10.531488	1		0	2.343	0.32502	0	0.32502	0.32502	0	0	0	0	67817963.6476	31643677.4532	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2602		125209650	10.536905	1		1	2.207	0.37302	0	0.37302	0.28668	0	0	0	0	67817977.4407	31643690.324	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2603	557.1	1036696.4	10.541683	2	2602	0	50	0	0	0.08634	0.08634	0	0	0	0	67818163.0069	31643863.4947	0	0	hcd	30	0	0	1	440.806586516	80845.703125	336.803106106	47452.171875	0	0	0	0	0	0	0	0	0
2604		118618070	10.543122	1		0	2.205	0.32358	0	0.32358	0.32358	0	0	0	0	67817985.0108	31643697.3888	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2605		118750230	10.548515	1		0	2.34	0.26754	0	0.26754	0.26754	0	0	0	0	67817973.5799	31643686.7224	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2606		124019610	10.552974	1		0	2.335	0.26754	0	0.26754	0.26754	0	0	0	0	67817967.3478	31643680.906	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2607		121775240	10.557433	1		0	2.216	0.26736	0	0.26736	0.26736	0	0	0	0	67817980.0448	31643692.7557	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2608		129788550	10.561889	1		0	2.124	0.26754	0	0.26754	0.26754	0	0	0	0	67817976.4664	31643689.4163	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2609		123693890	10.566348	1		0	2.143	0.26754	0	0.26754	0.26754	0	0	0	0	67817983.2421	31643695.7389	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2610		125796260	10.570807	1		0	2.24	0.26754	0	0.26754	0.26754	0	0	0	0	67817973.3799	31643686.5358	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2611		121867510	10.575266	1		1	2.274	0.37356	0	0.37356	0.28668	0	0	0	0	67817976.6302	31643689.5688	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2612	431.78	2963213.8	10.580044	2	2611	0	50	0	0	0.0868800000001	0.0868800000001	0	0	0	0	67818156.0017	31643856.9566	0	0	hcd	32	0	0	1	411.849375031	118345.9375	98.9849524435	110226.445313	0	0	0	0	0	0	0	0	0
2613		127356930	10.581492	1		0	2.16	0.3237	0	0.3237	0.3237	0	0	0	0	67817976.454	31643689.4044	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2614		112566540	10.586887	1		0	2.2	0.26748	0	0.26748	0.26748	0	0	0	0	67817995.1747	31643706.8743	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2615		120432730	10.591345	1		1	2.244	0.37266	0	0.37266	0.28668	0	0	0	0	67817977.1226	31643690.0284	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2616	422.8	2918726.2	10.596123	2	2615	0	50	0	0	0.08598	0.08598	0	0	0	0	67818156.5086	31643857.4308	0	0	hcd	33	0	0	1	326.91079669	148985.96875	308.899598833	116450.039063	0	0	0	0	0	0	0	0	0
2617		122575690	10.597556	1		0	2.143	0.32544	0	0.32544	0.32544	0	0	0	0	67817980.293	31643692.9864	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2618		127349500	10.60298	1		0	2.191	0.26754	0	0.26754	0.26754	0	0	0	0	67817969.8238	31643683.2174	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2619		127301860	10.607439	1		0	2.179	0.26754	0	0.26754	0.26754	0	0	0	0	67817971.6203	31643684.8941	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2620		127261260	10.611898	1		0	2.182	0.26754	0	0.26754	0.26754	0	0	0	0	67817973.0157	31643686.1954	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2621		122156750	10.616357	1		0	2.052	0.26754	0	0.26754	0.26754	0	0	0	0	67817989.1777	31643701.2781	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2622		127042880	10.620816	1		0	2.163	0.26754	0	0.26754	0.26754	0	0	0	0	67817973.9469	31643687.0646	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2623		124721140	10.625275	1		2	2.267	0.55602	0	0.55602	0.28656	0	0	0	0	67817969.6916	31643683.0935	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2624	741.2	563973.06	10.630051	2	2623	0	50	0	0	0.168	0.168	0	0	0	0	67818166.7108	31643866.9509	0	0	hcd	30	0	0	1	299.062449809	89233.8359375	167.056534748	41436.484375	0	0	0	0	0	0	0	0	0
2625	490.79	2166636.5	10.632851	2	2623	0	50	0	0	0.10146	0.10146	0	0	0	0	67818160.1839	31643860.8598	0	0	hcd	58	10	37	7.44861208942e-009	266.95880212	93432.8125	373.813629773	76052.0234375	0	0	0	0	0	0	0	0	0
2626		138002690	10.634542	1		0	2.514	0.32622	0	0.32622	0.32622	0	0	0	0	67817926.5271	31643642.8125	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2627		127064850	10.639979	1		1	1.944	0.40242	0	0.40242	0.28668	0	0	0	0	67817991.5265	31643703.4702	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2628	477.83	2346765.5	10.644757	2	2627	0	50	0	0	0.11574	0.11574	0	0	0	0	67818159.4446	31643860.1712	0	0	hcd	33	0	0	1	322.878056969	75865.046875	362.90666624	66997.265625	0	0	0	0	0	0	0	0	0
2629		127282100	10.646686	1		0	2.155	0.32388	0	0.32388	0.32388	0	0	0	0	67817972.924	31643686.1098	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2630		130488740	10.652084	1		0	2.114	0.26754	0	0.26754	0.26754	0	0	0	0	67817972.508	31643685.7225	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2631		124626210	10.656543	1		0	2.146	0.26754	0	0.26754	0.26754	0	0	0	0	67817979.4071	31643692.1599	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2632		127806180	10.661002	1		1	2.116	0.37104	0	0.37104	0.28668	0	0	0	0	67817977.1243	31643690.0298	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2633	433.82	2516677	10.66578	2	2632	0	50	0	0	0.08436	0.08436	0	0	0	0	67818158.5165	31643859.3045	0	0	hcd	30	0	0	1	323.877202693	113869.8125	254.89102135	82203.0546875	0	0	0	0	0	0	0	0	0
2634		128362660	10.667186	1		0	2.221	0.32316	0	0.32316	0.32316	0	0	0	0	67817965.1679	31643678.8722	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2635		127511950	10.672572	1		2	2.138	0.53094	0	0.53094	0.28668	0	0	0	0	67817974.8177	31643687.8779	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2636	570.76	726226.94	10.67735	2	2635	0	50	0	0	0.14226	0.14226	0	0	0	0	67818167.2664	31643867.4706	0	0	hcd	32	0	0	1	336.8021943	52920.3554688	534.77617808	47971.2617188	0	0	0	0	0	0	0	0	0
2637	585.76	849926.81	10.679721	2	2635	0	50	0	0	0.102	0.102	0	0	0	0	67818166.6496	31643866.8951	0	0	hcd	30	0	0	1	336.807722287	55703.0703125	378.98453347	43945.4453125	0	0	0	0	0	0	0	0	0
2638		121875020	10.681421	1		0	3.365	0.32508	0	0.32508	0.32508	0	0	0	0	67817884.0735	31643603.1958	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2639		113230570	10.686839	1		0	2.007	0.26742	0	0.26742	0.26742	0	0	0	0	67818002.9016	31643714.0844	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2640		118893900	10.691296	1		2	2.4	0.56892	0	0.56892	0.32976	0	0	0	0	67817963.8124	31643677.6073	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2641	585.31	904955.44	10.696792	2	2640	0	50	0	0	0.138	0.138	0	0	0	0	67818166.1206	31643866.4001	0	0	hcd	32	0	0	1	378.98276313	49794.109375	336.807700179	44890.8007813	0	0	0	0	0	0	0	0	0
2642	618.73	865557.94	10.699092	2	2640	0	50	0	0	0.10116	0.10116	0	0	0	0	67818163.2362	31643863.7077	0	0	hcd	31	0	0	1	336.802350876	53531.9882813	619.074798867	33550.3984375	0	0	0	0	0	0	0	0	0
2643		123422170	10.700778	1		0	2.58	0.3264	0	0.3264	0.3264	0	0	0	0	67817940.9728	31643656.2932	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2644		113152860	10.706218	1		2	2.133	0.57036	0	0.57036	0.28668	0	0	0	0	67817994.4046	31643706.1563	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2645	550.22	1682969.8	10.710996	2	2644	0	50	0	0	0.18216	0.18216	0	0	0	0	67818162.4692	31643862.9928	0	0	hcd	30	0	0	1	239.096137461	144726.9375	336.802634847	88962.421875	0	0	0	0	0	0	0	0	0
2646	463.9	6052254	10.714032	2	2644	0	50	0	0	0.10152	0.10152	0	0	0	0	67818140.8833	31643842.8489	0	0	hcd	30	0	0	1	359.031527866	690376.75	324.873733915	409101	0	0	0	0	0	0	0	0	0
2647		125949530	10.715724	1		0	2.585	0.32616	0	0.32616	0.32616	0	0	0	0	67817936.4566	31643652.0793	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2648		115568820	10.72116	1		2	2.141	0.53166	0	0.53166	0.28668	0	0	0	0	67817988.4409	31643700.5906	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2649	505.77	1358558.5	10.725938	2	2648	0	50	0	0	0.14364	0.14364	0	0	0	0	67818164.2485	31643864.6532	0	0	hcd	30	0	0	1	335.807595125	56478.5546875	121.967275854	45654.6835938	0	0	0	0	0	0	0	0	0
2650	667.18	1486219.6	10.728332	2	2648	0	50	0	0	0.10134	0.10134	0	0	0	0	67818162.653	31643863.1646	0	0	hcd	30	0	0	1	359.031707837	356140.4375	167.05649099	88130.3984375	0	0	0	0	0	0	0	0	0
2651		131659220	10.730021	1		0	2.721	0.3258	0	0.3258	0.3258	0	0	0	0	67817916.6592	31643633.6039	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2652		128603560	10.735451	1		1	1.93	0.3948	0	0.3948	0.28656	0	0	0	0	67817989.2645	31643701.358	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2653	520.72	4018341	10.740227	2	2652	0	50	0	0	0.10824	0.10824	0	0	0	0	67818150.8888	31643852.1872	0	0	hcd	30	0	0	1	299.062524014	669275.3125	167.056369678	325665.46875	0	0	0	0	0	0	0	0	0
2654		129388810	10.742031	1		0	2.109	0.32316	0	0.32316	0.32316	0	0	0	0	67817971.7407	31643685.0063	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2655		124157420	10.747417	1		1	2.139	0.36354	0	0.36354	0.2886	0	0	0	0	67817976.6406	31643689.5775	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2656	541.77	2111029.2	10.752227	2	2655	0	50	0	0	0.07494	0.07494	0	0	0	0	67818160.4362	31643861.0953	0	0	hcd	34	26	48	6.2473592871e-009	239.116888334	95853.4296875	844.412960443	75931.9140625	0	0	0	0	0	0	0	0	0
2657		117374770	10.753476	1		0	2.168	0.32382	0	0.32382	0.32382	0	0	0	0	67817982.6728	31643695.2079	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2658		119342310	10.758873	1		0	2.223	0.26742	0	0.26742	0.26742	0	0	0	0	67817976.2329	31643689.1974	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2659		128312460	10.76333	1		0	2.291	0.26754	0	0.26754	0.26754	0	0	0	0	67817957.3459	31643671.5722	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2660		129044200	10.767789	1		0	2.139	0.26748	0	0.26748	0.26748	0	0	0	0	67817969.4868	31643682.9024	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2661		121815900	10.772247	1		4	2.096	0.70248	0	0.70248	0.28674	0	0	0	0	67817985.1081	31643697.4791	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2662	386.11	6414488	10.777026	2	2661	0	50	0	0	0.08184	0.08184	0	0	0	0	67818136.2588	31643838.5339	0	0	hcd	31	0	0	1	211.06610502	289771.1875	193.05528076	200759.84375	0	0	0	0	0	0	0	0	0
2663	457.86	3393785	10.77839	2	2661	0	50	0	0	0.08178	0.08178	0	0	0	0	67818153.605	31643854.7206	0	0	hcd	30	0	0	1	439.850106707	514938.4375	381.810930112	94686.734375	0	0	0	0	0	0	0	0	0
2664	568.73	1140875.5	10.779753	2	2661	0	50	0	0	0.1506	0.1506	0	0	0	0	67818165.1578	31643865.5022	0	0	hcd	30	0	0	1	336.807396244	78487.65625	385.222544035	30288.0683594	0	0	0	0	0	0	0	0	0
2665	361.51	15667173	10.782263	2	2661	0	32.576	0	0	0.10152	0.10152	0	0	0	0	67818117.4171	31643820.9497	0	0	hcd	93	81	46	6.1885e-014	367.176459107	703769.25	274.190253513	622344.3125	0	0	0	0	0	0	0	0	0
2666		130911180	10.783955	1		0	2.722	0.3288	0	0.3288	0.3288	0	0	0	0	67817918.0678	31643634.9181	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2667		129051470	10.789435	1		3	2.057	0.55398	0	0.55398	0.28668	0	0	0	0	67817978.0845	31643690.9254	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2668	626.24	1156546.2	10.794213	2	2667	0	50	0	0	0.0817800000001	0.0817800000001	0	0	0	0	67818164.7955	31643865.1638	0	0	hcd	30	0	0	1	336.803035513	71835.796875	239.096260732	71394.7109375	0	0	0	0	0	0	0	0	0
2669	562.29	777460.31	10.795576	2	2667	0	50	0	0	0.08388	0.08388	0	0	0	0	67818167.1344	31643867.3468	0	0	hcd	30	0	0	1	336.8078674	45456.671875	121.967278201	39422.6679688	0	0	0	0	0	0	0	0	0
2670	647.73	630691.69	10.796974	2	2667	0	50	0	0	0.10164	0.10164	0	0	0	0	67818167.1161	31643867.3299	0	0	hcd	30	0	0	1	336.802485653	45244.5625	121.967347954	31782.1816406	0	0	0	0	0	0	0	0	0
2671		131155460	10.798668	1		0	2.633	0.32778	0	0.32778	0.32778	0	0	0	0	67817925.7226	31643642.0623	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2672		138461570	10.804131	1		1	1.923	0.39306	0	0.39306	0.28656	0	0	0	0	67817977.7036	31643690.5705	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2673	675.69	408347.75	10.808907	2	2672	0	50	0	0	0.1065	0.1065	0	0	0	0	67818168.0185	31643868.1719	0	0	hcd	30	0	0	1	336.8029776	40294.0703125	121.967315993	26066.2382813	0	0	0	0	0	0	0	0	0
2674		131105960	10.810682	1		0	2.022	0.32478	0	0.32478	0.32478	0	0	0	0	67817976.4211	31643689.374	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2675		132986870	10.816095	1		0	2.25	0.26754	0	0.26754	0.26754	0	0	0	0	67817955.2626	31643669.6284	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2676		142406700	10.820554	1		0	2.052	0.26754	0	0.26754	0.26754	0	0	0	0	67817960.5695	31643674.581	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2677		140189680	10.825013	1		0	1.875	0.26736	0	0.26736	0.26736	0	0	0	0	67817977.883	31643690.7375	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2678		139391200	10.829469	1		0	1.875	0.26754	0	0.26754	0.26754	0	0	0	0	67817979.3546	31643692.111	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2679		137577180	10.833928	1		0	1.935	0.26754	0	0.26754	0.26754	0	0	0	0	67817976.3569	31643689.3135	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2680		141646020	10.838387	1		0	1.959	0.26754	0	0.26754	0.26754	0	0	0	0	67817969.9732	31643683.3565	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2681		130997010	10.842846	1		0	2.015	0.26754	0	0.26754	0.26754	0	0	0	0	67817977.7485	31643690.612	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2682		131908150	10.847305	1		0	2.122	0.26754	0	0.26754	0.26754	0	0	0	0	67817966.2357	31643679.8691	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2683		125244980	10.851764	1		0	1.998	0.26754	0	0.26754	0.26754	0	0	0	0	67817987.0576	31643699.2988	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2684		125285980	10.856223	1		0	2.164	0.26742	0	0.26742	0.26742	0	0	0	0	67817973.3306	31643686.49	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2685		137336850	10.86068	1		2	1.991	0.53316	0	0.53316	0.28662	0	0	0	0	67817972.1101	31643685.3508	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2686	595.76	1769522.4	10.865457	2	2685	0	50	0	0	0.14478	0.14478	0	0	0	0	67818161.6978	31643862.2736	0	0	hcd	31	0	0	1	91.0587723491	107429.515625	356.074906796	80075.046875	0	0	0	0	0	0	0	0	0
2687	525.76	1169544.6	10.86787	2	2685	0	50	0	0	0.10176	0.10176	0	0	0	0	67818165.1063	31643865.4543	0	0	hcd	30	0	0	1	336.807629636	87781.0234375	121.967247323	45267.5078125	0	0	0	0	0	0	0	0	0
2688		128074580	10.869566	1		0	2.802	0.32592	0	0.32592	0.32592	0	0	0	0	67817916.8278	31643633.762	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2689		133776890	10.874998	1		1	1.891	0.36354	0	0.36354	0.28674	0	0	0	0	67817986.0215	31643698.3329	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2690	605.31	817868.62	10.879777	2	2689	0	50	0	0	0.0768	0.0768	0	0	0	0	67818166.5829	31643866.8318	0	0	hcd	31	0	0	1	336.802697779	40149.2109375	121.967288915	32245.3808594	0	0	0	0	0	0	0	0	0
2691		112020870	10.881057	1		0	2.174	0.32316	0	0.32316	0.32316	0	0	0	0	67817990.9105	31643702.894	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2692		122090950	10.886443	1		0	2.368	0.26754	0	0.26754	0.26754	0	0	0	0	67817960.7656	31643674.7642	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2693		124648600	10.890902	1		2	2.205	0.53994	0	0.53994	0.28668	0	0	0	0	67817970.909	31643684.2301	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2694	599.75	826079.62	10.89568	2	2693	0	50	0	0	0.15138	0.15138	0	0	0	0	67818166.6125	31643866.859	0	0	hcd	30	0	0	1	534.763675686	48375.0429688	336.808606991	37460.28125	0	0	0	0	0	0	0	0	0
2695	407.92	3814164.5	10.898203	2	2693	0	50	0	0	0.10188	0.10188	0	0	0	0	67818151.5574	31643852.8101	0	0	hcd	32	0	0	1	293.923984595	226563.140625	254.891252063	190154.640625	0	0	0	0	0	0	0	0	0
2696		118442230	10.899901	1		0	2.791	0.32796	0	0.32796	0.32796	0	0	0	0	67817934.4026	31643650.1625	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2697		113010780	10.905367	1		0	1.987	0.26748	0	0.26748	0.26748	0	0	0	0	67818005.1951	31643716.2245	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2698		137003150	10.909825	1		0	2.361	0.26754	0	0.26754	0.26754	0	0	0	0	67817939.7701	31643655.1718	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2699		114183280	10.914284	1		2	1.821	0.47106	0	0.47106	0.28668	0	0	0	0	67818016.8346	31643727.0877	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2700	390.87	4646785.5	10.919062	2	2699	0	50	0	0	0.0826799999999	0.0826799999999	0	0	0	0	67818147.2672	31643848.806	0	0	hcd	30	0	0	1	149.024796076	371782.21875	255.89028473	282729.28125	0	0	0	0	0	0	0	0	0
2701	567.76	1130825.5	10.92044	2	2699	0	50	0	0	0.1017	0.1017	0	0	0	0	67818165.1834	31643865.5253	0	0	hcd	30	0	0	1	336.807645455	82744.8125	353.922846982	34266.4023438	0	0	0	0	0	0	0	0	0
2702		129663380	10.922135	1		0	2.973	0.3267	0	0.3267	0.3267	0	0	0	0	67817899.5779	31643617.6636	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2703		132934010	10.92758	1		0	1.805	0.26754	0	0.26754	0.26754	0	0	0	0	67817993.4884	31643705.3012	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2704		137577060	10.932039	1		0	2.159	0.26748	0	0.26748	0.26748	0	0	0	0	67817956.8207	31643671.0822	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2705		136037440	10.936497	1		1	1.864	0.3717	0	0.3717	0.28668	0	0	0	0	67817986.5244	31643698.8018	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2706	452.74	3458118.5	10.941275	2	2705	0	50	0	0	0.08502	0.08502	0	0	0	0	67818153.5573	31643854.6761	0	0	hcd	32	0	0	1	335.812957752	246838.796875	121.967215333	71739.203125	0	0	0	0	0	0	0	0	0
