Scan Id	Parent m/z	TIC	RT	MS Level	Parent Scan	Child Scans	Ion Injection Time	Cycle Time	Elapsed Time	Dead Time	Time To Next Scan	Lock Mass Found	Lock Mass Shift	Conversion Parameter I	Conversion Parameter A	Conversion Parameter B	Conversion Parameter C	Conversion Parameter D	Conversion Parameter E	Dissociation Type	Polymer Segment Size	Polymer Offset	Polymer Score	Polymer p-value	Base Peak m/z	Base Peak Intensity	Second Peak m/z	Second Peak Intensity	Source Current (uA)	Vacuum Ion Gauge (E-5 Torr)	Vacuum Convectron Gauge (Torr)	FT Penning Gauge (E-10 Torr)	FT Pirani Gauge 1 (Torr)	Multiplier 1 (V)	Multiplier 2 (V)	FT CE Measure Voltage (V)	FT Analyzer Temp (C)
1		6914111.5	0.0029460359	1		0	100.0	0.375804	0	0.375804	0.375804	0	0	0	0	67818112.4289	31643816.2957	0	0		-1	-1	0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0
2		87472496	0.0092094359	1		0	1.96	0.327787026	0	0.327787026	0.327787026	0	0	0	0	67817895.3981	31643613.7626	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3		87555536	0.014672553	1		1	1.172	0.35829798	0	0.35829798	0.28666188	0	0	0	0	67818007.1925	31643718.0888	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4	397.81	3500048.8	0.019450251	2	3	0	50	0	0	0.0716361	0.0716361	0	0	0	0	67818158.5391	31643859.3266	0	0	hcd	31	0	0	1	335.807126517	145325.6875	256.887115942	90794.6328125	0	0	0	0	0	0	0	0	0
5		98334656	0.020644186	1		0	1.349	0.33429798	0	0.33429798	0.33429798	0	0	0	0	67817955.8743	31643670.2003	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
6		94349136	0.026215819	1		2	1.229	0.52906302	0	0.52906302	0.28666092	0	0	0	0	67817982.8975	31643695.4166	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7	426.8	2786074.5	0.030993501	2	6	0	50	0	0	0.14138304	0.14138304	0	0	0	0	67818162.8135	31643863.3145	0	0	hcd	31	0	0	1	336.807991945	254230.40625	326.821103246	97299.8515625	0	0	0	0	0	0	0	0	0
8	387.15	5729888.5	0.033349885	2	6	0	50	0	0	0.10101906	0.10101906	0	0	0	0	67818145.0865	31643846.7718	0	0	hcd	30	0	0	1	111.117988422	274424.3125	315.817332438	256854.34375	0	0	0	0	0	0	0	0	0
9		97187776	0.035033536	1		0	2.194	0.32541198	0	0.32541198	0.32541198	0	0	0	0	67817829.9955	31643552.7304	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10		94884672	0.040457069	1		1	1.012	0.37854702	0	0.37854702	0.28656192	0	0	0	0	67818017.4428	31643727.6546	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
11	491.21	1783317.2	0.045233101	2	10	0	50	0	0	0.0919851	0.0919851	0	0	0	0	67818167.7965	31643867.9644	0	0	hcd	30	0	0	1	266.95872545	109772.773438	336.808651216	90901.65625	0	0	0	0	0	0	0	0	0
12		96979752	0.046766186	1		0	1.464	0.32329098	0	0.32329098	0.32329098	0	0	0	0	67817941.177	31643656.484	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
13		98754472	0.052154369	1		2	1.138	0.584706	0	0.584706	0.28667994	0	0	0	0	67817991.47	31643703.4171	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
14	557.1	1045892.6	0.056932368	2	13	0	50	0	0	0.19690002	0.19690002	0	0	0	0	67818168.4329	31643868.5584	0	0	hcd	30	0	0	1	336.802563965	78435.5234375	512.700821632	27531.1699219	0	0	0	0	0	0	0	0	0
15	391.29	3780970.2	0.060214035	2	13	0	50	0	0	0.10112604	0.10112604	0	0	0	0	67818157.1107	31643857.9927	0	0	hcd	30	0	0	1	149.024823532	334217.1875	281.879910267	114490.3125	0	0	0	0	0	0	0	0	0
16		97639408	0.061899469	1		0	2.174	0.374175	0	0.374175	0.374175	0	0	0	0	67817828.2429	31643551.0953	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
17		100371920	0.068135719	1		1	0.997	0.374295	0	0.374295	0.28666494	0	0	0	0	67818010.0864	31643720.7895	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
18	399.81	3019593.8	0.072913468	2	17	0	50	0	0	0.08763006	0.08763006	0	0	0	0	67818161.3935	31643861.9895	0	0	hcd	30	0	0	1	335.806797087	112826.945313	281.886772409	83731.5859375	0	0	0	0	0	0	0	0	0
19		97211456	0.074373969	1		0	1.268	0.32354202	0	0.32354202	0.32354202	0	0	0	0	67817969.497	31643682.9122	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
20		103790780	0.079766336	1		0	1.311	0.267531	0	0.267531	0.267531	0	0	0	0	67817951.7818	31643666.3801	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21		91831984	0.084225186	1		1	1.176	0.37304802	0	0.37304802	0.28667094	0	0	0	0	67817996.9589	31643708.5397	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22	667.18	1403022.8	0.089003035	2	21	0	50	0	0	0.08637708	0.08637708	0	0	0	0	67818168.6656	31643868.7759	0	0	hcd	30	0	0	1	359.031612316	306245.15625	167.056267108	69052.015625	0	0	0	0	0	0	0	0	0
23		88686168	0.090442653	1		0	1.328	0.31853898	0	0.31853898	0.31853898	0	0	0	0	67817979.9759	31643692.6918	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
24		97840760	0.095751636	1		2	1.257	0.47606184	0	0.47606184	0.28668984	0	0	0	0	67817996.6178	31643708.2212	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
25	484.74	3146115.2	0.1005298	2	24	0	50	0	0	0.083769	0.083769	0	0	0	0	67818158.2764	31643859.0808	0	0	hcd	30	0	0	1	336.802108728	158725.1875	415.72985637	94317.640625	0	0	0	0	0	0	0	0	0
26	624.24	1191123.4	0.10192595	2	24	0	50	0	0	0.105603	0.105603	0	0	0	0	67818169.9582	31643869.9809	0	0	hcd	31	0	0	1	335.807905416	97664.359375	239.096338704	96858.484375	0	0	0	0	0	0	0	0	0
27		96723720	0.103686	1		0	2.268	0.3255372	0	0.3255372	0.3255372	0	0	0	0	67817860.7059	31643581.3895	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
28		98991992	0.10911162	1		0	1.079	0.2675352	0	0.2675352	0.2675352	0	0	0	0	67818020.3958	31643730.4107	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
29		93219672	0.11357054	1		0	1.453	0.2675358	0	0.2675358	0.2675358	0	0	0	0	67817980.7653	31643693.4278	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
30		96152632	0.11802947	1		2	1.277	0.5509512	0	0.5509512	0.2865486	0	0	0	0	67817998.3376	31643709.8254	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
31	550.22	1788100	0.12280528	2	30	0	50	0	0	0.1637604	0.1637604	0	0	0	0	67818167.5324	31643867.7179	0	0	hcd	30	0	0	1	239.095934023	190175.046875	336.802198651	98259.9765625	0	0	0	0	0	0	0	0	0
32	453.73	2957709	0.12553462	2	30	0	50	0	0	0.1006422	0.1006422	0	0	0	0	67818161.4087	31643862.0043	0	0	hcd	30	0	0	1	335.807714631	238884.78125	121.967159949	66174.5390625	0	0	0	0	0	0	0	0	0
33		99329128	0.12721199	1		0	1.958	0.3256566	0	0.3256566	0.3256566	0	0	0	0	67817895.7572	31643614.0979	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
34		101756380	0.1326396	1		3	1.207	0.5504514	0	0.5504514	0.286674	0	0	0	0	67817999.4712	31643710.8835	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
35	545.05	1473641.6	0.1374175	2	34	0	50	0	0	0.0808872	0.0808872	0	0	0	0	67818166.5689	31643866.8197	0	0	hcd	30	0	0	1	545.046387458	113694.492188	501.067768244	76626.6484375	0	0	0	0	0	0	0	0	0
36	384.83	6217547.5	0.13876562	2	34	0	50	0	0	0.0818826	0.0818826	0	0	0	0	67818142.8764	31643844.7084	0	0	hcd	31	0	0	1	253.894501058	269973.71875	343.799296626	176347.421875	0	0	0	0	0	0	0	0	0
37	449.79	3351610	0.14013033	2	34	0	50	0	0	0.1010076	0.1010076	0	0	0	0	67818159.6448	31643860.3562	0	0	hcd	30	0	0	1	335.807634716	205487.21875	373.811953591	98222.765625	0	0	0	0	0	0	0	0	0
38		106879320	0.14181379	1		0	1.979	0.3257946	0	0.3257946	0.3257946	0	0	0	0	67817872.396	31643592.2984	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
39		100571940	0.1472437	1		3	1.013	0.591198	0	0.591198	0.2866902	0	0	0	0	67818027.4174	31643736.9636	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
40	488.72	1609846.2	0.15202187	2	39	0	50	0	0	0.08088	0.08088	0	0	0	0	67818168.7783	31643868.8812	0	0	hcd	30	0	0	1	336.80761087	92249.15625	121.967089513	56334.8945313	0	0	0	0	0	0	0	0	0
41	395.82	3637783	0.15336987	2	39	0	50	0	0	0.1214856	0.1214856	0	0	0	0	67818157.7007	31643858.5429	0	0	hcd	31	0	0	1	255.889978099	115913.984375	266.912924148	84049.53125	0	0	0	0	0	0	0	0	0
42	509.72	2568282.5	0.15539463	2	39	0	50	0	0	0.1021422	0.1021422	0	0	0	0	67818163.8711	31643864.3021	0	0	hcd	30	0	0	1	335.807762398	268558.96875	380.807457113	93436.671875	0	0	0	0	0	0	0	0	0
43		95243984	0.157097	1		0	3.407	0.3241584	0	0.3241584	0.3241584	0	0	0	0	67817777.8552	31643504.0742	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
44		102819240	0.16249964	1		2	0.997	0.468561	0	0.468561	0.2867004	0	0	0	0	67818025.4367	31643735.1148	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
45	419.32	1968919.9	0.16727798	2	44	0	50	0	0	0.0808722	0.0808722	0	0	0	0	67818166.8066	31643867.0406	0	0	hcd	54	22	37	1.65408671372e-008	281.887202161	74218.4765625	71.0868879656	67546.625	0	0	0	0	0	0	0	0	0
46	389.8	4752872.5	0.16862585	2	44	0	50	0	0	0.1009884	0.1009884	0	0	0	0	67818151.9498	31643853.1765	0	0	hcd	30	0	0	1	149.024817655	336513.1875	281.876184098	125708.59375	0	0	0	0	0	0	0	0	0
47		103830040	0.17030899	1		3	2.356	0.5504496	0	0.5504496	0.2866896	0	0	0	0	67817826.2114	31643549.199	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
48	366.8	4217627	0.17508715	2	47	0	50	0	0	0.0808668	0.0808668	0	0	0	0	67818154.358	31643855.4229	0	0	hcd	31	0	0	1	338.805218528	143519.828125	254.891853027	102927.742188	0	0	0	0	0	0	0	0	0
49	414.78	2567732.2	0.17643493	2	47	0	50	0	0	0.0826392	0.0826392	0	0	0	0	67818163.6899	31643864.1321	0	0	hcd	30	0	0	1	91.0550505816	111877.710938	413.790653469	93351.46875	0	0	0	0	0	0	0	0	0
50	512.73	1995315.2	0.17781225	2	47	0	50	0	0	0.100254	0.100254	0	0	0	0	67818166.622	31643866.8684	0	0	hcd	30	0	0	1	336.807837295	120426.523438	484.73457464	79568.6640625	0	0	0	0	0	0	0	0	0
51		111403900	0.17948315	1		0	1.408	0.326538	0	0.326538	0.326538	0	0	0	0	67817982.5376	31643695.082	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
52		106384690	0.18492545	1		0	1.442	0.2675364	0	0.2675364	0.2675364	0	0	0	0	67817987.779	31643699.9736	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
53		100379840	0.18938439	1		0	1.424	0.26754	0	0.26754	0.26754	0	0	0	0	67818000.1809	31643711.5467	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
54		93949368	0.19384339	1		2	1.408	0.4681758	0	0.4681758	0.2871078	0	0	0	0	67818015.4085	31643725.7565	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
55	387.8	5260239	0.19862852	2	54	0	50	0	0	0.0803088	0.0803088	0	0	0	0	67818149.6101	31643850.9931	0	0	hcd	30	0	0	1	111.118046638	274160.46875	69.0713475441	194264.296875	0	0	0	0	0	0	0	0	0
56	397.85	3844234	0.199967	2	54	0	50	0	0	0.1007592	0.1007592	0	0	0	0	67818156.7269	31643857.6337	0	0	hcd	30	0	0	1	335.807300438	145370.28125	256.887001817	108041.179688	0	0	0	0	0	0	0	0	0
57		108014610	0.20164632	1		0	1.935	0.3276672	0	0.3276672	0.3276672	0	0	0	0	67817918.9511	31643635.7422	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
58		98587256	0.20710744	1		2	1.346	0.469815	0	0.469815	0.2866758	0	0	0	0	67818013.8425	31643724.2945	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
59	404.82	2658947	0.21188537	2	58	0	50	0	0	0.0817428	0.0817428	0	0	0	0	67818163.3223	31643863.7884	0	0	hcd	30	0	0	1	336.807802615	166187.8125	121.967225669	68243.9140625	0	0	0	0	0	0	0	0	0
60	619.07	983947.38	0.21324775	2	58	0	50	0	0	0.1013964	0.1013964	0	0	0	0	67818168.0348	31643868.1867	0	0	hcd	30	0	0	1	619.069288683	45838.8046875	336.80270793	45743.40625	0	0	0	0	0	0	0	0	0
61		90941568	0.21493769	1		0	2.601	0.3265386	0	0.3265386	0.3265386	0	0	0	0	67817887.8628	31643606.7319	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
62		95756688	0.22038	1		4	1.312	0.6300762	0	0.6300762	0.2866812	0	0	0	0	67818021.1144	31643731.0819	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
63	408.79	2710308.2	0.22515802	2	62	0	50	0	0	0.0808698	0.0808698	0	0	0	0	67818163.1589	31643863.6361	0	0	hcd	32	0	0	1	335.805959878	73702.5	281.887085072	70520.609375	0	0	0	0	0	0	0	0	0
64	422.81	1854875.5	0.22650585	2	62	0	50	0	0	0.0795138	0.0795138	0	0	0	0	67818167.7715	31643867.9422	0	0	hcd	32	0	0	1	335.807639311	85267.3046875	121.967266503	59191.3476563	0	0	0	0	0	0	0	0	0
65	381.8	7966483	0.22783108	2	62	0	48.691	0	0	0.0807522	0.0807522	0	0	0	0	67818137.8501	31643840.0182	0	0	hcd	31	0	0	1	335.807910115	878540.25	318.793572919	230033.109375	0	0	0	0	0	0	0	0	0
66	407.79	2347328	0.22917695	2	62	0	50	0	0	0.1022592	0.1022592	0	0	0	0	67818164.9379	31643865.2963	0	0	hcd	30	0	0	1	336.807559212	87558.8515625	121.967328599	65921.078125	0	0	0	0	0	0	0	0	0
67		88170896	0.23088127	1		0	3.236	0.324927	0	0.324927	0.324927	0	0	0	0	67817834.2809	31643556.7289	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
68		90986592	0.23629672	1		2	1.231	0.471051	0	0.471051	0.2866668	0	0	0	0	67818035.8218	31643744.8058	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
69	595.16	2033866.1	0.2410745	2	68	0	50	0	0	0.082749	0.082749	0	0	0	0	67818166.0974	31643866.3787	0	0	hcd	32	0	0	1	91.0587058004	162782.59375	355.070365233	137865.859375	0	0	0	0	0	0	0	0	0
70	483.08	4327408.5	0.24245365	2	68	0	50	0	0	0.1016352	0.1016352	0	0	0	0	67818152.0498	31643853.2698	0	0	hcd	30	0	0	1	336.802493781	273123.9375	481.822233401	158214.203125	0	0	0	0	0	0	0	0	0
71		91200920	0.24414757	1		0	2.57	0.3255408	0	0.3255408	0.3255408	0	0	0	0	67817893.4672	31643611.9611	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
72		95735176	0.24957325	1		0	1.26	0.267534	0	0.267534	0.267534	0	0	0	0	67818026.1549	31643735.7848	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
73		90611424	0.25403215	1		0	1.71	0.2675442	0	0.2675442	0.2675442	0	0	0	0	67817985.5355	31643697.879	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
74		92478280	0.25849122	1		2	1.506	0.5335638	0	0.5335638	0.2866536	0	0	0	0	67818004.832	31643715.8863	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
75	417.82	2158627	0.26326878	2	74	0	50	0	0	0.1456422	0.1456422	0	0	0	0	67818165.8836	31643866.179	0	0	hcd	32	0	0	1	281.886746706	68189.8046875	121.967182489	59051.828125	0	0	0	0	0	0	0	0	0
76	607.21	940935	0.26569615	2	74	0	50	0	0	0.101268	0.101268	0	0	0	0	67818171.4707	31643871.3929	0	0	hcd	31	0	0	1	336.807867843	74893.5390625	239.095832614	64639.6601563	0	0	0	0	0	0	0	0	0
77		107950760	0.26738395	1		0	2.021	0.3262884	0	0.3262884	0.3262884	0	0	0	0	67817933.5976	31643649.4104	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
78		107734190	0.27282209	1		0	1.367	0.2675328	0	0.2675328	0.2675328	0	0	0	0	67818011.6736	31643722.2702	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
79		111155570	0.27728097	1		0	1.451	0.2675412	0	0.2675412	0.2675412	0	0	0	0	67817995.8643	31643707.5181	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
80		101508100	0.28173999	1		2	1.488	0.5396868	0	0.5396868	0.2866824	0	0	0	0	67818008.797	31643719.5865	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
81	625.24	1493673.5	0.28651803	2	80	0	50	0	0	0.1518642	0.1518642	0	0	0	0	67818168.6718	31643868.7816	0	0	hcd	30	0	0	1	335.807990298	105468.953125	239.096027412	105073.296875	0	0	0	0	0	0	0	0	0
82	487.73	1762073.6	0.2890491	2	80	0	50	0	0	0.1011402	0.1011402	0	0	0	0	67818167.8809	31643868.0427	0	0	hcd	30	0	0	1	335.807695058	103112.273438	326.820179571	60158.1484375	0	0	0	0	0	0	0	0	0
83		107726180	0.29073477	1		0	2.209	0.3264258	0	0.3264258	0.3264258	0	0	0	0	67817912.076	31643629.3276	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
84		100323100	0.2961752	1		3	1.393	0.5515602	0	0.5515602	0.2866728	0	0	0	0	67818021.1025	31643731.0703	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
85	613.19	2513179.5	0.30095308	2	84	0	50	0	0	0.081873	0.081873	0	0	0	0	67818163.9194	31643864.3458	0	0	hcd	30	0	0	1	357.071280363	211818.125	239.09605315	125542.335938	0	0	0	0	0	0	0	0	0
86	524.76	1575960.8	0.30231763	2	84	0	50	0	0	0.0817584	0.0817584	0	0	0	0	67818168.6908	31643868.7987	0	0	hcd	31	0	0	1	335.807811098	127284.664063	121.967320369	59569.640625	0	0	0	0	0	0	0	0	0
87	394.8	3869718	0.30368027	2	84	0	50	0	0	0.101256	0.101256	0	0	0	0	67818156.429	31643857.3559	0	0	hcd	30	0	0	1	255.890044164	140186.890625	266.9130806	109308.796875	0	0	0	0	0	0	0	0	0
88		96437208	0.30536787	1		0	2.397	0.3254172	0	0.3254172	0.3254172	0	0	0	0	67817918.7473	31643635.5522	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
89		93586952	0.31079149	1		1	1.41	0.361044	0	0.361044	0.2865774	0	0	0	0	67818028.5384	31643738.0097	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
90	612.19	4418202	0.31556778	2	89	0	50	0	0	0.0744666	0.0744666	0	0	0	0	67818154.7862	31643855.8226	0	0	hcd	72	44	40	2.2635296e-011	355.070182422	571111.4375	239.096161877	304907.28125	0	0	0	0	0	0	0	0	0
91		107884740	0.31680889	1		0	1.749	0.3234246	0	0.3234246	0.3234246	0	0	0	0	67817964.2072	31643677.9753	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
92		105526340	0.3221993	1		0	1.515	0.267525	0	0.267525	0.267525	0	0	0	0	67817996.1308	31643707.7674	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
93		98910936	0.32665805	1		0	1.57	0.2675322	0	0.2675322	0.2675322	0	0	0	0	67818003.7017	31643714.8325	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
94		102714110	0.33111692	1		1	1.607	0.3727992	0	0.3727992	0.286671	0	0	0	0	67817994.11	31643705.8806	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
95	420.83	2045494.5	0.33589477	2	94	0	50	0	0	0.0861282	0.0861282	0	0	0	0	67818166.3505	31643866.6145	0	0	hcd	32	0	0	1	335.806776771	65435.140625	121.96718455	64973.8828125	0	0	0	0	0	0	0	0	0
96		98045896	0.33733024	1		0	1.607	0.3185406	0	0.3185406	0.3185406	0	0	0	0	67817998.2757	31643709.7682	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97		87651152	0.34263925	1		0	1.573	0.2675364	0	0.2675364	0.2675364	0	0	0	0	67818033.2928	31643742.4463	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
98		94660904	0.34709819	1		0	2.273	0.2675436	0	0.2675436	0.2675436	0	0	0	0	67817957.6634	31643671.8691	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
99		94349096	0.35155725	1		1	1.767	0.37416	0	0.37416	0.2866572	0	0	0	0	67818005.8167	31643716.8056	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
100	490.75	2006962.5	0.35633487	2	99	0	50	0	0	0.0875028	0.0875028	0	0	0	0	67818166.6337	31643866.8788	0	0	hcd	30	0	0	1	266.958902483	128661.585938	335.8071692	103159.359375	0	0	0	0	0	0	0	0	0
101		100188100	0.35779325	1		0	1.848	0.322542	0	0.322542	0.322542	0	0	0	0	67817985.9831	31643698.2972	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
102		99406424	0.36316895	1		0	1.52	0.2675382	0	0.2675382	0.2675382	0	0	0	0	67818021.1544	31643731.1183	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
103		94288304	0.36762792	1		0	1.771	0.2675382	0	0.2675382	0.2675382	0	0	0	0	67818005.6201	31643716.6211	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
104		106412220	0.37208689	1		1	1.638	0.3589188	0	0.3589188	0.2866548	0	0	0	0	67818000.814	31643712.1375	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
105	577.13	895663.94	0.37686447	2	104	0	50	0	0	0.072264	0.072264	0	0	0	0	67818168.8751	31643868.9708	0	0	hcd	30	0	0	1	336.802712609	74173.8359375	380.806114193	32153.3867188	0	0	0	0	0	0	0	0	0
106		92243288	0.37806887	1		0	1.82	0.3342972	0	0.3342972	0.3342972	0	0	0	0	67818004.1109	31643715.2134	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
107		94639352	0.38364049	1		2	1.796	0.5871936	0	0.5871936	0.2865618	0	0	0	0	67818003.8099	31643714.9325	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
108	397.83	3448690.5	0.38841652	2	107	0	50	0	0	0.199239	0.199239	0	0	0	0	67818159.1227	31643859.8699	0	0	hcd	31	0	0	1	335.806833648	142379.328125	256.887028781	86648.2734375	0	0	0	0	0	0	0	0	0
109	403.82	2690583.2	0.39173717	2	107	0	50	0	0	0.1013928	0.1013928	0	0	0	0	67818163.1439	31643863.623	0	0	hcd	30	0	0	1	335.80749692	157571.765625	121.967226961	61147.0390625	0	0	0	0	0	0	0	0	0
110		96363216	0.39342705	1		0	2.467	0.3267984	0	0.3267984	0.3267984	0	0	0	0	67817936.2071	31643651.8468	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
111		101341240	0.39887369	1		1	1.675	0.3809148	0	0.3809148	0.2865576	0	0	0	0	67818004.7218	31643715.7833	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
112	393.83	3706495	0.40364965	2	111	0	50	0	0	0.0943572	0.0943572	0	0	0	0	67818157.4361	31643858.2962	0	0	hcd	30	0	0	1	266.913239191	129872.09375	254.890825841	96934.609375	0	0	0	0	0	0	0	0	0
113		103903420	0.40522227	1		0	1.791	0.323538	0	0.323538	0.323538	0	0	0	0	67817987.5789	31643699.7864	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
114		94016968	0.41061457	1		0	1.669	0.26754	0	0.26754	0.26754	0	0	0	0	67818013.3906	31643723.8738	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
115		86381368	0.41507357	1		0	1.966	0.2675268	0	0.2675268	0.2675268	0	0	0	0	67818000.4073	31643711.7568	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
116		83943792	0.41953235	1		0	2.078	0.2675394	0	0.2675394	0.2675394	0	0	0	0	67817997.4335	31643708.9821	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
117		99571096	0.42399134	1		0	1.833	0.2675418	0	0.2675418	0.2675418	0	0	0	0	67817988.5958	31643700.7351	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
118		91990680	0.42845037	1		1	1.618	0.381297	0	0.381297	0.286683	0	0	0	0	67818030.7064	31643740.0324	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
119	686.2	1852656	0.43322842	2	118	0	50	0	0	0.094614	0.094614	0	0	0	0	67818166.439	31643866.6969	0	0	hcd	30	0	0	1	359.031576347	293238.625	239.096014387	101673.539063	0	0	0	0	0	0	0	0	0
120		97976496	0.43480532	1		0	2.101	0.3232788	0	0.3232788	0.3232788	0	0	0	0	67817974.9529	31643688.0043	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
121		102375700	0.4401933	1		4	1.841	0.6427152	0	0.6427152	0.2866878	0	0	0	0	67817994.2416	31643706.003	0	0		-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
122	383.83	5358046	0.44497143	2	121	0	50	0	0	0.081744	0.081744	0	0	0	0	67818149.2077	31643850.6166	0	0	hcd	30	0	0	1	253.894541198	316768.15625	336.807184691	265638.46875	0	0	0	0	0	0	0	0	0
123	598.79	1096134.8	0.44633383	2	121	0	50	0	0	0.0911364	0.0911364	0	0	0	0	67818170.8043	31643870.7705	0	0	hcd	30	0	0	1	336.80304249	68737.328125	534.764461585	46350.96875	0	0	0	0	0	0	0	0	0
124	553.22	1550810.8	0.44785277	2	121	0	50	0	0	0.081879	0.081879	0	0	0	0	67818168.6941	31643868.8014	0	0	hcd	74	32	35	7.982e-011	335.808034167	129377.640625	239.096300883	44375.2734375	0	0	0	0	0	0	0	0	0
